date,store_id,store_region,sku_id,category,units_sold,revenue,promo_flag,promo_type,price,inventory_level,store_size,holiday_flag
2022-01-18,4,South,110,Beverages,11,37.51,0,,3.41,909,Large,0
2022-11-16,5,North,101,Snacks,12,44.28,0,,3.69,661,Medium,0
2022-12-11,9,South,124,Dairy,9,60.21,0,,6.69,934,Large,1
2022-03-07,3,North,106,Snacks,8,48.24,0,,6.03,439,Small,0
2022-08-15,1,South,104,Snacks,15,42.9,0,,2.86,613,Small,0
2022-01-25,3,South,138,Personal Care,14,93.8,0,,6.7,479,Medium,0
2022-10-22,8,East,135,Beverages,9,52.11,0,,5.79,686,Small,1
2022-01-03,9,South,129,Snacks,5,18.6,0,,3.72,356,Large,0
2022-09-15,3,South,107,Beverages,22,175.78,1,Discount,7.99,477,Medium,0
2022-10-10,5,East,143,Snacks,5,12.5,0,,2.5,479,Large,0
2022-12-22,9,South,105,Snacks,9,49.32,0,,5.48,567,Medium,0
2022-01-28,6,East,106,Household,12,53.88,0,,4.49,421,Large,0
2022-07-01,4,North,102,Dairy,8,69.12,0,,8.64,825,Medium,0
2022-04-14,4,North,144,Dairy,10,66.1,0,,6.61,807,Large,0
2022-08-05,7,South,114,Dairy,10,26.0,0,,2.6,765,Small,0
2022-01-06,2,East,106,Beverages,27,104.22,1,BuyOneGetOne,3.86,102,Medium,0
2022-02-12,6,North,150,Snacks,10,74.6,0,,7.46,918,Medium,1
2022-12-25,6,North,107,Dairy,8,64.0,0,,8.0,761,Medium,1
2022-07-27,7,North,101,Dairy,12,61.92,0,,5.16,505,Large,0
2022-07-18,4,South,145,Dairy,7,26.74,0,,3.82,308,Large,0
2022-03-26,4,East,133,Personal Care,6,55.86,0,,9.31,738,Medium,1
2022-10-23,4,South,133,Beverages,6,48.84,0,,8.14,176,Medium,1
2022-01-01,9,North,134,Household,9,22.41,0,,2.49,123,Small,1
2022-12-28,6,South,111,Snacks,9,43.11,0,,4.79,613,Large,0
2022-10-27,2,South,125,Household,16,95.52,1,BuyOneGetOne,5.97,194,Small,0
2022-07-04,7,North,120,Personal Care,17,159.46,0,,9.38,543,Small,0
2022-01-16,2,North,132,Beverages,13,29.25,0,,2.25,567,Large,1
2022-06-06,2,North,103,Household,14,74.76,0,,5.34,522,Medium,0
2022-07-27,6,North,109,Dairy,24,116.64,1,FlashSale,4.86,980,Medium,0
2022-04-10,10,East,112,Dairy,12,86.28,0,,7.19,516,Large,1
2022-10-17,6,North,144,Personal Care,12,69.96,0,,5.83,933,Medium,0
2022-08-06,4,East,145,Personal Care,9,33.57,0,,3.73,439,Medium,1
2022-02-27,7,North,112,Beverages,13,94.25,0,,7.25,629,Medium,1
2022-07-07,1,North,146,Dairy,5,34.4,0,,6.88,311,Small,0
2022-12-03,5,East,126,Beverages,21,76.02,1,BuyOneGetOne,3.62,377,Medium,1
2022-10-16,4,East,115,Beverages,8,46.72,0,,5.84,986,Small,1
2022-11-12,5,North,149,Dairy,17,92.14,1,BuyOneGetOne,5.42,532,Medium,1
2022-09-30,8,North,125,Dairy,4,31.24,0,,7.81,522,Small,0
2022-08-24,8,East,114,Beverages,7,36.47,0,,5.21,243,Small,0
2022-03-11,10,South,112,Dairy,11,35.75,0,,3.25,238,Medium,0
2022-10-11,7,South,107,Dairy,13,103.87,0,,7.99,498,Large,0
2022-02-26,7,East,124,Household,15,67.5,1,Discount,4.5,459,Medium,1
2022-06-06,4,North,125,Dairy,8,74.96,0,,9.37,866,Large,0
2022-03-04,4,South,111,Household,18,158.04,0,,8.78,246,Medium,0
2022-07-15,8,North,117,Snacks,13,121.94,0,,9.38,489,Medium,0
2022-05-25,2,North,147,Personal Care,11,31.46,0,,2.86,347,Small,0
2022-05-11,9,East,136,Beverages,10,75.6,0,,7.56,361,Small,0
2022-03-06,8,South,106,Snacks,20,96.0,1,BuyOneGetOne,4.8,997,Medium,1
2022-09-09,1,South,106,Personal Care,5,12.75,0,,2.55,890,Medium,0
2022-12-04,7,East,114,Dairy,13,102.05,0,,7.85,170,Medium,1
2022-07-23,10,North,119,Household,10,37.0,0,,3.7,700,Small,1
2022-01-12,8,North,130,Personal Care,10,87.6,0,,8.76,209,Medium,0
2022-09-20,3,South,123,Dairy,9,82.08,0,,9.12,394,Small,0
2022-04-16,9,East,129,Household,10,76.7,0,,7.67,429,Small,1
2022-01-08,6,North,144,Personal Care,16,105.92,0,,6.62,420,Small,1
2022-08-03,2,South,133,Dairy,7,21.91,0,,3.13,430,Large,0
2022-08-09,9,South,130,Dairy,4,10.32,0,,2.58,400,Small,0
2022-08-28,2,North,142,Personal Care,12,54.96,0,,4.58,796,Large,1
2022-04-26,4,North,141,Snacks,13,34.71,0,,2.67,446,Large,0
2022-06-15,2,South,129,Dairy,12,73.68,0,,6.14,116,Small,0
2022-04-08,5,South,125,Snacks,12,103.32,0,,8.61,905,Small,0
2022-05-19,3,South,142,Household,7,29.26,0,,4.18,756,Large,0
2022-11-07,6,North,137,Dairy,9,30.69,0,,3.41,761,Large,0
2022-04-19,5,North,114,Personal Care,23,70.15,1,Discount,3.05,427,Large,0
2022-01-13,2,North,136,Beverages,22,43.12,1,BuyOneGetOne,1.96,495,Medium,0
2022-06-30,5,North,128,Dairy,7,20.16,0,,2.88,786,Large,0
2022-03-30,2,North,101,Snacks,7,56.77,0,,8.11,608,Medium,0
2022-02-16,1,South,150,Beverages,25,42.5,1,BuyOneGetOne,1.7,693,Small,0
2022-03-09,5,East,134,Beverages,7,32.62,0,,4.66,864,Small,0
2022-11-09,7,East,142,Beverages,20,139.4,1,Discount,6.97,794,Medium,0
2022-06-11,2,North,140,Snacks,15,142.2,0,,9.48,784,Small,1
2022-10-07,6,South,140,Household,11,67.87,0,,6.17,114,Large,0
2022-03-09,9,South,111,Beverages,7,19.95,0,,2.85,913,Small,0
2022-06-30,3,East,138,Dairy,8,75.6,0,,9.45,454,Medium,0
2022-02-22,10,North,126,Beverages,8,37.04,0,,4.63,938,Medium,0
2022-06-08,3,South,124,Beverages,14,87.08,1,Discount,6.22,232,Large,0
2022-06-20,1,East,124,Snacks,12,101.4,0,,8.45,689,Small,0
2022-05-01,2,North,104,Snacks,11,100.87,0,,9.17,973,Large,1
2022-12-08,6,North,127,Household,11,97.9,0,,8.9,577,Small,0
2022-01-06,10,South,147,Dairy,11,24.86,0,,2.26,187,Small,0
2022-02-08,4,East,106,Dairy,4,33.12,0,,8.28,740,Large,0
2022-01-07,5,North,130,Beverages,9,87.93,0,,9.77,134,Medium,0
2022-11-23,2,East,116,Household,6,51.42,0,,8.57,194,Small,0
2022-04-30,1,South,112,Household,8,68.88,0,,8.61,952,Small,1
2022-11-20,5,North,113,Beverages,17,59.67,1,Discount,3.51,948,Medium,1
2022-02-09,10,South,126,Personal Care,3,15.24,0,,5.08,114,Large,0
2022-01-17,4,South,148,Dairy,12,69.0,0,,5.75,657,Small,0
2022-11-24,9,East,131,Personal Care,16,52.96,0,,3.31,279,Large,0
2022-06-03,7,East,145,Household,23,108.56,1,Discount,4.72,522,Large,0
2022-03-24,1,East,131,Dairy,11,107.58,0,,9.78,572,Medium,0
2022-02-03,8,South,130,Dairy,10,42.7,0,,4.27,753,Small,0
2022-07-24,5,East,130,Dairy,24,156.96,1,FlashSale,6.54,731,Large,1
2022-11-25,9,North,102,Household,10,74.2,0,,7.42,547,Medium,0
2022-10-13,6,North,117,Snacks,14,79.52,0,,5.68,654,Large,0
2022-07-13,5,South,127,Beverages,7,35.77,0,,5.11,242,Small,0
2022-11-19,5,North,123,Personal Care,19,33.06,1,FlashSale,1.74,251,Small,1
2022-03-31,2,South,115,Household,7,50.19,0,,7.17,533,Medium,0
2022-03-06,8,South,132,Dairy,7,40.88,0,,5.84,596,Small,1
2022-09-19,5,South,126,Household,9,23.22,0,,2.58,145,Medium,0
2022-03-09,9,North,122,Snacks,16,62.72,0,,3.92,893,Large,0
2022-11-29,6,South,113,Dairy,8,23.28,0,,2.91,361,Large,0
2022-07-02,10,South,132,Beverages,16,137.28,0,,8.58,187,Large,1
2022-02-24,2,East,113,Personal Care,10,53.5,0,,5.35,919,Large,0
2022-01-11,7,South,131,Snacks,12,86.52,0,,7.21,577,Small,0
2022-03-21,5,East,141,Dairy,9,70.83,0,,7.87,534,Large,0
2022-05-17,9,North,134,Beverages,11,62.81,0,,5.71,717,Medium,0
2022-08-24,9,South,133,Personal Care,9,24.93,0,,2.77,519,Small,0
2022-12-17,7,South,108,Snacks,14,122.22,0,,8.73,986,Medium,1
2022-11-15,4,North,113,Household,11,87.34,0,,7.94,266,Small,0
2022-07-15,6,North,105,Household,15,94.95,1,FlashSale,6.33,842,Small,0
2022-10-26,6,South,138,Snacks,17,56.95,0,,3.35,825,Small,0
2022-06-21,1,South,126,Dairy,23,106.49,1,BuyOneGetOne,4.63,645,Large,0
2022-03-24,1,South,127,Beverages,22,81.84,1,BuyOneGetOne,3.72,383,Large,0
2022-01-04,4,North,142,Household,13,121.94,0,,9.38,959,Medium,0
2022-02-21,9,East,128,Household,12,61.2,0,,5.1,652,Large,0
2022-11-15,10,East,141,Beverages,12,48.84,0,,4.07,859,Large,0
2022-10-08,5,South,115,Beverages,11,87.01,0,,7.91,460,Large,1
2022-12-20,2,East,136,Snacks,12,107.4,0,,8.95,865,Medium,0
2022-08-25,8,East,101,Household,16,136.32,0,,8.52,914,Medium,0
2022-10-10,8,South,104,Personal Care,14,104.16,0,,7.44,423,Small,0
2022-01-14,5,South,102,Snacks,5,31.95,0,,6.39,275,Medium,0
2022-10-16,9,South,147,Snacks,9,43.47,0,,4.83,629,Large,1
2022-11-07,1,East,102,Beverages,6,27.84,0,,4.64,225,Medium,0
2022-02-03,9,North,125,Snacks,16,26.08,1,Discount,1.63,475,Large,0
2022-12-21,8,East,125,Beverages,14,57.12,0,,4.08,365,Medium,0
2022-04-03,6,North,102,Dairy,6,32.7,0,,5.45,354,Large,1
2022-07-29,3,East,132,Snacks,13,125.45,0,,9.65,458,Large,0
2022-05-14,1,East,113,Beverages,25,92.75,1,BuyOneGetOne,3.71,224,Large,1
2022-06-12,1,East,120,Household,9,64.53,0,,7.17,967,Medium,1
2022-07-11,10,South,131,Personal Care,8,59.2,0,,7.4,382,Large,0
2022-04-11,7,North,110,Personal Care,12,44.88,0,,3.74,209,Medium,0
2022-08-11,7,South,121,Beverages,13,96.98,0,,7.46,982,Small,0
2022-12-22,10,South,118,Beverages,10,74.3,0,,7.43,602,Large,0
2022-09-21,6,North,119,Dairy,7,64.4,0,,9.2,262,Large,0
2022-02-19,1,North,146,Household,7,60.2,0,,8.6,869,Large,1
2022-12-19,4,East,111,Dairy,4,33.04,0,,8.26,194,Small,0
2022-11-18,7,East,103,Snacks,7,45.43,0,,6.49,902,Small,0
2022-06-18,5,North,146,Snacks,8,65.68,0,,8.21,650,Medium,1
2022-03-18,7,South,140,Personal Care,8,21.36,0,,2.67,434,Large,0
2022-11-21,8,South,125,Beverages,24,143.28,1,Discount,5.97,578,Medium,0
2022-05-31,9,South,114,Household,16,64.16,0,,4.01,646,Small,0
2022-01-13,1,North,132,Beverages,8,29.68,0,,3.71,786,Large,0
2022-08-11,7,South,148,Beverages,8,29.6,0,,3.7,780,Large,0
2022-11-15,10,South,127,Beverages,13,116.87,0,,8.99,710,Medium,0
2022-12-18,10,North,150,Personal Care,10,35.3,0,,3.53,926,Large,1
2022-04-29,9,South,106,Snacks,16,43.84,0,,2.74,288,Large,0
2022-11-16,8,North,121,Dairy,14,59.5,0,,4.25,261,Large,0
2022-01-22,7,East,107,Household,8,21.04,0,,2.63,557,Small,1
2022-08-08,2,North,136,Personal Care,6,50.22,0,,8.37,541,Medium,0
2022-08-26,4,East,139,Household,12,90.96,0,,7.58,195,Medium,0
2022-07-10,10,East,131,Snacks,19,52.44,1,BuyOneGetOne,2.76,335,Large,1
2022-06-04,3,North,113,Personal Care,10,80.3,0,,8.03,961,Large,1
2022-01-26,6,South,132,Personal Care,5,47.05,0,,9.41,674,Small,0
2022-01-06,6,South,134,Personal Care,10,48.3,0,,4.83,563,Medium,0
2022-04-06,10,North,111,Dairy,29,88.16,1,BuyOneGetOne,3.04,380,Large,0
2022-04-09,8,South,138,Snacks,13,127.66,0,,9.82,378,Small,1
2022-10-15,3,East,117,Personal Care,12,38.04,0,,3.17,100,Small,1
2022-08-22,7,East,117,Personal Care,25,167.25,1,FlashSale,6.69,884,Large,0
2022-11-27,1,North,114,Personal Care,15,39.3,0,,2.62,233,Medium,1
2022-11-15,5,South,150,Snacks,9,42.66,0,,4.74,934,Medium,0
2022-03-20,6,South,132,Personal Care,7,18.41,0,,2.63,524,Medium,1
2022-09-01,10,East,139,Household,9,70.02,0,,7.78,113,Medium,0
2022-04-11,9,East,103,Personal Care,10,55.9,0,,5.59,887,Small,0
2022-10-13,8,South,120,Beverages,8,39.04,0,,4.88,561,Large,0
2022-08-31,3,East,128,Beverages,19,85.5,1,BuyOneGetOne,4.5,179,Large,0
2022-10-21,5,South,149,Household,25,97.0,1,Discount,3.88,676,Medium,0
2022-11-25,4,East,138,Dairy,8,24.96,0,,3.12,622,Medium,0
2022-04-10,2,North,131,Snacks,5,16.7,0,,3.34,903,Small,1
2022-10-22,5,East,150,Household,10,57.9,0,,5.79,405,Small,1
2022-03-27,5,North,142,Dairy,10,81.9,0,,8.19,641,Medium,1
2022-03-21,7,North,108,Dairy,6,33.42,0,,5.57,600,Medium,0
2022-02-04,5,East,141,Snacks,16,82.72,1,Discount,5.17,327,Medium,0
2022-07-23,9,North,114,Household,19,61.37,0,,3.23,986,Large,1
2022-06-14,10,East,113,Household,6,32.58,0,,5.43,188,Large,0
2022-09-16,10,East,116,Beverages,12,117.0,0,,9.75,142,Large,0
2022-01-21,10,East,131,Beverages,11,81.62,0,,7.42,747,Small,0
2022-08-03,2,South,135,Snacks,8,50.88,0,,6.36,317,Medium,0
2022-11-06,6,East,122,Beverages,19,101.27,1,Discount,5.33,972,Small,1
2022-12-31,6,North,126,Beverages,23,104.19,1,BuyOneGetOne,4.53,261,Large,1
2022-07-23,7,South,133,Household,10,51.2,0,,5.12,874,Large,1
2022-11-07,6,East,108,Dairy,15,38.55,0,,2.57,325,Small,0
2022-03-15,10,North,129,Beverages,5,12.15,0,,2.43,125,Medium,0
2022-08-29,8,North,145,Personal Care,8,66.4,0,,8.3,556,Medium,0
2022-03-28,10,North,126,Dairy,13,39.91,0,,3.07,970,Small,0
2022-08-23,8,East,104,Dairy,15,122.4,0,,8.16,770,Medium,0
2022-12-30,2,South,131,Household,22,91.08,1,Discount,4.14,173,Medium,0
2022-04-15,5,North,114,Household,24,53.28,1,BuyOneGetOne,2.22,570,Medium,0
2022-10-27,10,North,121,Beverages,8,67.84,0,,8.48,408,Medium,0
2022-08-06,3,North,104,Household,13,124.15,0,,9.55,560,Large,1
2022-11-09,9,East,132,Household,15,117.45,0,,7.83,703,Large,0
2022-11-14,6,South,104,Beverages,18,76.68,1,BuyOneGetOne,4.26,769,Medium,0
2022-02-05,2,South,137,Dairy,7,39.83,0,,5.69,629,Small,1
2022-06-18,8,North,139,Snacks,14,133.7,0,,9.55,727,Large,1
2022-12-05,4,East,131,Beverages,14,133.28,0,,9.52,853,Medium,0
2022-07-21,6,North,126,Beverages,7,66.92,0,,9.56,615,Medium,0
2022-05-29,9,South,134,Personal Care,13,65.0,0,,5.0,342,Medium,1
2022-01-13,4,East,137,Snacks,9,55.89,0,,6.21,861,Large,0
2022-10-27,8,East,118,Dairy,9,65.16,0,,7.24,624,Medium,0
2022-02-12,10,North,105,Beverages,14,75.88,1,Discount,5.42,938,Medium,1
2022-02-08,9,North,141,Household,7,20.86,0,,2.98,858,Small,0
2022-04-09,6,East,117,Personal Care,22,145.2,1,BuyOneGetOne,6.6,133,Medium,1
2022-10-27,8,North,142,Household,10,30.7,0,,3.07,354,Small,0
2022-10-27,8,North,150,Snacks,8,64.24,0,,8.03,912,Large,0
2022-01-22,9,East,130,Household,7,33.95,0,,4.85,310,Small,1
2022-03-21,3,South,104,Personal Care,20,94.8,1,BuyOneGetOne,4.74,283,Medium,0
2022-03-14,8,North,109,Personal Care,9,88.29,0,,9.81,563,Small,0
2022-03-14,10,North,124,Household,11,69.96,0,,6.36,313,Large,0
2022-09-04,2,South,124,Personal Care,23,119.14,1,Discount,5.18,940,Small,1
2022-11-06,10,East,144,Snacks,6,41.52,0,,6.92,893,Large,1
2022-10-05,7,South,147,Personal Care,13,108.03,0,,8.31,674,Small,0
2022-08-09,9,North,142,Dairy,11,76.12,0,,6.92,782,Small,0
2022-10-13,5,North,147,Dairy,6,16.44,0,,2.74,504,Medium,0
2022-08-09,6,North,119,Dairy,10,68.2,0,,6.82,386,Medium,0
2022-10-28,7,North,130,Dairy,16,42.4,0,,2.65,907,Medium,0
2022-09-30,6,South,114,Snacks,9,48.96,0,,5.44,392,Large,0
2022-10-27,4,East,131,Household,17,130.05,0,,7.65,339,Medium,0
2022-04-15,6,South,147,Beverages,12,27.36,0,,2.28,354,Medium,0
2022-11-28,2,South,131,Beverages,11,64.79,0,,5.89,192,Medium,0
2022-08-29,5,North,103,Snacks,9,50.85,0,,5.65,541,Medium,0
2022-01-11,7,South,131,Dairy,10,45.7,0,,4.57,210,Large,0
2022-06-10,7,South,102,Snacks,16,57.92,1,FlashSale,3.62,809,Small,0
2022-11-26,10,East,136,Snacks,15,71.1,0,,4.74,698,Medium,1
2022-10-02,3,South,117,Snacks,11,57.75,0,,5.25,565,Small,1
2022-07-10,10,North,126,Dairy,10,40.6,0,,4.06,519,Medium,1
2022-12-11,8,South,111,Household,11,70.62,0,,6.42,344,Medium,1
2022-10-15,7,East,141,Household,10,54.3,0,,5.43,944,Large,1
2022-02-27,8,South,136,Snacks,5,41.55,0,,8.31,199,Large,1
2022-07-28,5,South,113,Personal Care,6,44.64,0,,7.44,825,Small,0
2022-12-31,8,East,136,Household,8,36.24,0,,4.53,806,Large,1
2022-02-13,10,North,149,Personal Care,13,28.21,1,Discount,2.17,967,Large,1
2022-10-12,1,North,127,Dairy,12,89.16,0,,7.43,689,Large,0
2022-02-02,6,East,126,Beverages,15,93.3,1,Discount,6.22,514,Small,0
2022-11-06,2,South,134,Household,14,80.64,1,Discount,5.76,783,Medium,1
2022-07-22,4,North,118,Household,13,39.91,0,,3.07,902,Small,0
2022-11-23,8,South,110,Dairy,8,58.4,0,,7.3,868,Small,0
2022-01-09,9,South,111,Snacks,13,28.34,0,,2.18,975,Small,1
2022-10-27,2,South,137,Snacks,16,70.4,0,,4.4,554,Medium,0
2022-11-15,3,North,141,Dairy,8,26.24,0,,3.28,690,Large,0
2022-10-16,4,East,123,Snacks,9,83.61,0,,9.29,571,Medium,1
2022-07-23,2,North,107,Personal Care,12,63.6,0,,5.3,794,Medium,1
2022-12-29,4,South,150,Snacks,11,88.33,0,,8.03,144,Small,0
2022-04-09,7,East,109,Household,24,39.84,1,Discount,1.66,269,Small,1
2022-04-21,5,North,113,Household,6,12.3,0,,2.05,293,Medium,0
2022-08-05,3,East,133,Dairy,12,117.24,0,,9.77,330,Large,0
2022-06-23,3,North,130,Personal Care,18,88.92,1,Discount,4.94,661,Medium,0
2022-11-13,3,North,105,Dairy,13,34.45,0,,2.65,866,Large,1
2022-11-10,1,East,131,Beverages,18,75.78,1,FlashSale,4.21,564,Medium,0
2022-04-19,6,South,133,Household,13,124.8,0,,9.6,447,Small,0
2022-08-14,4,South,110,Snacks,10,47.1,0,,4.71,921,Large,1
2022-11-25,3,South,101,Personal Care,11,79.64,0,,7.24,326,Medium,0
2022-09-20,1,South,117,Household,14,62.58,0,,4.47,969,Large,0
2022-05-12,6,South,124,Beverages,15,42.75,0,,2.85,105,Medium,0
2022-02-10,2,South,131,Snacks,6,56.22,0,,9.37,815,Medium,0
2022-04-11,9,South,125,Snacks,18,115.2,1,Discount,6.4,587,Small,0
2022-10-16,3,East,140,Personal Care,9,81.0,0,,9.0,111,Large,1
2022-10-28,5,North,111,Snacks,6,57.54,0,,9.59,994,Medium,0
2022-06-12,10,North,123,Household,19,138.51,1,Discount,7.29,145,Large,1
2022-01-10,6,East,139,Snacks,11,55.77,1,FlashSale,5.07,927,Large,0
2022-03-22,2,East,129,Beverages,8,64.8,0,,8.1,891,Small,0
2022-05-18,7,East,137,Household,5,46.9,0,,9.38,521,Medium,0
2022-11-24,2,East,137,Snacks,10,29.6,0,,2.96,245,Large,0
2022-06-26,1,South,128,Personal Care,8,72.96,0,,9.12,282,Small,1
2022-12-04,9,North,149,Dairy,10,44.2,0,,4.42,859,Large,1
2022-10-12,6,East,107,Personal Care,8,45.68,0,,5.71,916,Medium,0
2022-10-26,10,East,136,Dairy,9,70.2,0,,7.8,642,Medium,0
2022-11-23,8,South,146,Beverages,10,87.3,0,,8.73,660,Small,0
2022-02-27,9,South,136,Personal Care,9,56.43,0,,6.27,197,Medium,1
2022-04-02,8,East,128,Snacks,12,98.52,0,,8.21,701,Large,1
2022-12-05,5,East,120,Household,14,55.72,0,,3.98,164,Large,0
2022-07-24,8,South,106,Household,19,40.09,1,FlashSale,2.11,186,Small,1
2022-05-23,10,North,101,Dairy,24,42.72,1,BuyOneGetOne,1.78,223,Large,0
2022-10-29,9,East,112,Personal Care,10,31.7,0,,3.17,675,Medium,1
2022-02-27,7,South,102,Dairy,9,87.21,0,,9.69,827,Medium,1
2022-11-11,2,North,132,Snacks,7,33.11,0,,4.73,687,Large,0
2022-12-26,2,East,105,Snacks,15,139.65,0,,9.31,103,Large,0
2022-12-01,9,South,138,Snacks,10,50.7,0,,5.07,262,Large,0
2022-01-28,6,North,143,Dairy,11,92.4,0,,8.4,772,Large,0
2022-07-31,2,South,129,Dairy,6,28.44,0,,4.74,835,Small,1
2022-06-18,9,South,124,Personal Care,9,25.11,0,,2.79,930,Large,1
2022-12-04,9,North,137,Dairy,14,46.9,1,BuyOneGetOne,3.35,260,Medium,1
2022-11-12,1,South,138,Household,10,85.2,0,,8.52,823,Small,1
2022-09-28,8,East,136,Snacks,12,40.68,0,,3.39,778,Large,0
2022-12-25,3,East,115,Beverages,7,53.34,0,,7.62,710,Small,1
2022-08-18,7,East,107,Household,12,68.88,0,,5.74,682,Large,0
2022-04-06,4,North,109,Beverages,7,62.58,0,,8.94,330,Medium,0
2022-03-03,2,North,106,Personal Care,10,30.8,0,,3.08,333,Small,0
2022-07-14,4,East,123,Beverages,7,36.82,0,,5.26,715,Large,0
2022-10-11,4,East,129,Dairy,4,24.88,0,,6.22,295,Medium,0
2022-03-31,4,North,140,Personal Care,8,40.16,0,,5.02,404,Medium,0
2022-02-21,5,East,124,Household,12,72.12,0,,6.01,774,Medium,0
2022-08-13,10,North,118,Personal Care,14,55.44,0,,3.96,483,Small,1
2022-02-18,4,South,142,Dairy,24,101.76,1,FlashSale,4.24,466,Large,0
2022-08-30,10,East,106,Household,6,23.76,0,,3.96,986,Medium,0
2022-02-03,7,South,114,Snacks,9,87.84,0,,9.76,877,Small,0
2022-11-10,10,South,141,Dairy,10,58.4,0,,5.84,602,Medium,0
2022-02-16,5,North,122,Snacks,16,137.28,0,,8.58,100,Medium,0
2022-05-25,9,South,112,Snacks,23,104.42,1,BuyOneGetOne,4.54,834,Medium,0
2022-04-21,5,South,146,Snacks,8,31.68,0,,3.96,274,Large,0
2022-05-15,3,North,146,Snacks,10,84.8,0,,8.48,826,Medium,1
2022-05-06,10,South,123,Personal Care,5,41.05,0,,8.21,671,Medium,0
2022-10-20,10,North,146,Personal Care,12,111.84,0,,9.32,125,Small,0
2022-08-13,3,East,121,Household,13,38.87,0,,2.99,368,Medium,1
2022-02-08,7,South,101,Dairy,13,66.3,1,Discount,5.1,202,Large,0
2022-04-04,1,North,120,Snacks,11,63.03,0,,5.73,775,Medium,0
2022-05-01,8,South,104,Snacks,17,115.77,1,BuyOneGetOne,6.81,803,Medium,1
2022-09-19,2,East,103,Beverages,8,49.04,0,,6.13,983,Small,0
2022-04-24,5,East,138,Household,24,118.56,1,FlashSale,4.94,417,Medium,1
2022-03-19,3,South,112,Personal Care,12,70.56,0,,5.88,907,Large,1
2022-09-13,10,East,124,Snacks,7,45.22,0,,6.46,859,Large,0
2022-05-02,6,East,133,Household,25,40.25,1,FlashSale,1.61,855,Small,0
2022-02-17,7,North,126,Dairy,20,157.2,1,Discount,7.86,534,Large,0
2022-03-29,2,North,120,Dairy,15,47.7,1,FlashSale,3.18,744,Large,0
2022-12-13,9,East,129,Snacks,9,44.82,0,,4.98,483,Large,0
2022-09-03,1,South,111,Snacks,9,32.76,0,,3.64,274,Medium,1
2022-10-12,7,East,125,Beverages,10,65.1,0,,6.51,826,Large,0
2022-02-14,10,North,144,Snacks,16,99.04,1,FlashSale,6.19,292,Large,0
2022-05-22,4,East,131,Personal Care,18,74.88,1,BuyOneGetOne,4.16,140,Medium,1
2022-05-02,7,East,128,Personal Care,9,32.31,0,,3.59,451,Large,0
2022-06-26,4,East,149,Personal Care,20,101.4,1,BuyOneGetOne,5.07,508,Small,1
2022-04-27,3,North,121,Personal Care,14,62.58,0,,4.47,332,Small,0
2022-08-08,9,North,108,Snacks,6,20.34,0,,3.39,472,Large,0
2022-07-04,7,North,113,Beverages,23,159.62,1,Discount,6.94,527,Medium,0
2022-03-02,4,South,106,Snacks,18,109.98,1,FlashSale,6.11,504,Large,0
2022-12-23,9,North,129,Dairy,8,57.12,0,,7.14,990,Large,0
2022-04-21,7,North,132,Household,17,108.8,0,,6.4,287,Medium,0
2022-10-04,3,East,121,Snacks,7,68.46,0,,9.78,220,Medium,0
2022-04-26,2,North,116,Dairy,32,228.8,1,Discount,7.15,493,Small,0
2022-05-07,5,South,105,Personal Care,15,133.2,0,,8.88,714,Small,1
2022-09-09,7,South,145,Beverages,12,74.76,0,,6.23,192,Large,0
2022-05-07,7,North,146,Snacks,14,49.28,0,,3.52,876,Small,1
2022-03-28,10,North,135,Household,6,50.88,0,,8.48,967,Large,0
2022-01-03,3,North,132,Household,13,29.77,0,,2.29,690,Medium,0
2022-01-07,2,East,125,Personal Care,9,48.51,0,,5.39,900,Small,0
2022-08-10,9,South,143,Snacks,24,90.48,1,Discount,3.77,653,Large,0
2022-10-24,10,South,109,Dairy,9,63.18,0,,7.02,961,Large,0
2022-03-18,7,East,105,Dairy,4,30.6,0,,7.65,270,Medium,0
2022-10-15,1,North,112,Snacks,8,68.0,0,,8.5,228,Small,1
2022-07-03,7,South,133,Dairy,9,65.61,0,,7.29,708,Large,1
2022-07-26,4,South,120,Household,14,57.4,0,,4.1,969,Medium,0
2022-04-24,7,East,150,Beverages,7,67.2,0,,9.6,889,Medium,1
2022-12-21,2,South,147,Beverages,11,59.29,0,,5.39,162,Small,0
2022-02-25,10,East,103,Beverages,10,94.7,0,,9.47,636,Medium,0
2022-03-19,6,South,119,Beverages,8,21.44,0,,2.68,972,Large,1
2022-02-23,2,North,106,Dairy,3,13.92,0,,4.64,221,Small,0
2022-04-09,6,North,134,Dairy,21,97.23,1,BuyOneGetOne,4.63,289,Small,1
2022-12-27,5,East,143,Beverages,11,56.32,0,,5.12,254,Medium,0
2022-04-13,9,East,149,Household,23,90.62,1,FlashSale,3.94,991,Small,0
2022-01-04,8,South,107,Snacks,12,65.52,0,,5.46,892,Medium,0
2022-06-07,8,North,130,Beverages,15,86.7,1,FlashSale,5.78,355,Medium,0
2022-12-27,10,North,105,Household,14,67.2,0,,4.8,942,Medium,0
2022-07-28,2,South,148,Beverages,9,28.98,0,,3.22,750,Large,0
2022-09-11,3,South,122,Household,13,104.39,0,,8.03,775,Large,1
2022-06-26,3,North,106,Snacks,11,45.76,0,,4.16,143,Large,1
2022-07-29,9,East,145,Snacks,7,49.14,0,,7.02,339,Large,0
2022-12-25,7,South,105,Household,10,26.9,0,,2.69,683,Large,1
